,X,Y,OBJECTID,Shape_Leng,Shape_Area,zone,LocationID,borough,latitude,longitude
235,996166.3275,223633.865,236,0.044251922,0.000102864,Upper East Side North,236,Manhattan,40.7648727,-73.96151069
236,993753.3107,219279.1627,237,0.0422126,9.60E-05,Upper East Side South,237,Manhattan,40.77946795,-73.95826494
237,991777.6371,227739.8908,238,0.060109311,0.000184764,Upper West Side North,238,Manhattan,40.78196012,-73.98124275
238,990266.7853,224949.0756,239,0.063626115,0.000204715,Upper West Side South,239,Manhattan,40.76924413,-73.99076707
239,1017684.383,265281.3527,240,0.146069764,0.000722131,Van Cortlandt Park,240,Bronx,40.8970755,-73.88657971
240,1012886.593,258436.3238,241,0.068764578,0.000254677,Van Cortlandt Village,241,Bronx,40.88310564,-73.89344484
241,1028548.842,248848.8958,242,0.138136446,0.000360072,Van Nest/Morris Park,242,Bronx,40.8545235,-73.8602968
242,1002832.195,252121.4302,243,0.0943315,0.000438377,Washington Heights North,243,Manhattan,40.84022212,-73.93719713
243,1000390.411,245761.3923,244,0.080568604,0.000359703,Washington Heights South,244,Manhattan,40.883325,-72.515328
244,955612.0855,168264.8979,245,0.09598306,0.000466175,West Brighton,245,Staten Island,40.5780247,-73.9749287
245,982999.7344,213409.8884,246,0.069467194,0.000281298,West Chelsea/Hudson Yards,246,Manhattan,40.75463495,-74.00225416
246,1004989.375,241390.2232,247,0.092967858,0.000205617,West Concourse,247,Bronx,40.82195203,-73.92796612
247,1019944.062,243398.9973,248,0.056919117,0.000149593,West Farms/Bronx River,248,Bronx,40.8411992,-73.8778474
248,983558.0146,206915.3967,249,0.036384344,7.22E-05,West Village,249,Manhattan,40.7341857,-74.00558
249,1025903.712,242611.8776,250,0.079626347,0.000240976,Westchester Village/Unionport,250,Bronx,40.8339263,-73.8546522
250,950037.5912,165039.4451,251,0.137711161,0.000625755,Westerleigh,251,Staten Island,40.61756315,-74.14092149
251,1035369.74,226551.8118,252,0.158004374,0.001025264,Whitestone,252,Queens,40.78337582,-73.81705028
252,1028166.428,216236.4047,253,0.0360515,7.83E-05,Willets Point,253,Queens,40.796708,-73.779396
253,1023441.084,261091.6499,254,0.085886375,0.00036004,Williamsbridge/Olinville,254,Bronx,40.88037359,-73.86672056
254,996132.6238,201170.1111,255,0.0623842,0.000172309,Williamsburg (North Side),255,Brooklyn,40.71913114,-73.95841927
255,995586.7325,198307.2827,256,0.067914967,0.000168611,Williamsburg (South Side),256,Brooklyn,40.71073241,-73.94360853
256,990565.4889,177424.8054,257,0.058669026,0.000138909,Windsor Terrace,257,Brooklyn,40.6533613,-73.97718311
257,1024007.112,190740.6165,258,0.089013379,0.00036621,Woodhaven,258,Queens,40.69038938,-73.85711187
258,1023962.106,266878.034,259,0.126750305,0.000394552,Woodlawn/Wakefield,259,Bronx,40.89575068,-73.86272403
259,1010929.715,211369.8834,260,0.133514155,0.000422345,Woodside,260,Queens,40.75326069,-73.90516608
260,980668.1872,197575.6899,261,0.027120456,3.43E-05,World Trade Center,261,Manhattan,40.7118877,-74.0124412
261,999253.1086,222193.8188,262,0.049063623,0.00012233,Yorkville East,262,Manhattan,40.7832515,-73.9447201
262,997763.1583,222907.6347,263,0.037016625,6.58E-05,Yorkville West,263,Manhattan,43.67047035,-79.38725233
